"text","text_en","cmp_code","eu_code"
"Μια νέα ανισότητα έρχεται να προστεθεί στις ήδη υπάρχουσες, η διαγενεακή ανισότητα, η προοπτική να ζήσουν οι νέες γενιές χειρότερα από τους γονείς τους.","A new inequality is added to the existing ones, intergenerational inequality, the prospect of new generations living worse than their parents.","503",NA
"Το δημοκρατικό έλλειμμα","The democratic deficit","H",NA
"Η γενικευμένη ανασφάλεια, η αβεβαιότητα, η απογοήτευση και ο φόβος για το αύριο έχει οδηγήσει ένα πολύ μεγάλο μέρος των συμπολιτών μας, που προσεγγίζει το 50%, να αισθάνονται ότι βρίσκονται «εκτός των τειχών» της κοινωνίας.","The generalised insecurity, uncertainty, frustration and fear of tomorrow has led a very large proportion of our fellow citizens, approaching 50%, to feel that they are ""outside the walls"" of society.","606.1",NA
"«Εκτός» δεν αισθάνονται μόνον άνθρωποι που ζουν με προνοιακά επιδόματα, στα σύνορα της φτώχειας, αλλά και άνθρωποι που έχουν δουλειά, σπίτι, οικογένεια, αυτοκίνητο, μα νιώθουν πως ισορροπούν σε ένα σχοινί δίχως δίχτυ ασφαλείας, πως η ζωή τους απειλείται και πως αδικούνται σε έναν κόσμο χαοτικών ανισοτήτων.","""It is not only people living on welfare benefits, on the edge of poverty, but also people who have a job, a house, a family, a car, but who feel that they are balancing on a tightrope without a safety net, that their lives are under threat and that they are being wronged in a world of chaotic inequalities.","503",NA
"Βασική αρχή της ιδεολογίας μας είναι ότι τα πολιτικά δικαιώματα αποκτούν δημοκρατικό περιεχόμενο μόνο όταν βασίζονται σε κοινωνικά δικαιώματα.","A basic principle of our ideology is that political rights only acquire a democratic content when they are based on social rights.","503",NA
"Αυτό, το 50%, συνεπώς, αποτελεί και ένα μέτρο του «δημοκρατικού ελλείμματος» στη χώρα μας.","This 50%, therefore, is also a measure of the 'democratic deficit' in our country.","202.1",NA
"Έλλειμμα, που δεν αφορά μόνο το κράτος δικαίου, τους θεσμούς και την διακυβέρνηση, αλλά την έλλειψη εργασιακών και κοινωνικών δικαιωμάτων απαραίτητων για την συμμετοχή στην κοινωνική ζωή με αξιοπρέπεια και προοπτική.","A deficit that concerns not only the rule of law, institutions and governance, but also the lack of labour and social rights necessary for participation in social life with dignity and perspective.","503",NA
"Το «δημοκρατικό έλλειμμα» αφορά σε ένα μεγάλο και ετερόκλητο μέρος των πολιτών - αδύναμα στρώματα, ανασφαλή και συνεχώς πιεζόμενα τμήματα της μικρομεσαίας τάξης, νέες γενιές της επισφάλειας με υψηλό εκπαιδευτικό και πολιτισμικό κεφάλαιο - αφορά σε ανασφάλεια διαβίωσης, έλλειψη προοπτικής και ανεπάρκεια πολιτικής εκπροσώπησης.","The 'democratic deficit' concerns a large and disparate part of citizens - weak strata, insecure and constantly pressured sections of the lower and middle classes, new generations of precariousness with high educational and cultural capital - it concerns insecurity of livelihood, lack of perspective and inadequate political representation.","202.1",NA
"Ένα σημαντικό τμήμα της μικρής και μεσαίας τάξης βλέπει το βιοτικό της επίπεδο να υποχωρεί συνεχώς και μηδενικές προοπτικές για τα παιδιά της.","A significant part of the small and middle class sees its living standards steadily declining and zero prospects for its children.","704",NA
"Ο νέος επιστήμονας που δεν μπορεί να ανταποκριθεί στις δαπάνες στέγασης και διαβίωσης και να δημιουργήσει οικογένεια.","The young scientist who cannot meet the costs of housing and living expenses and raise a family.","704",NA
"Που απαιτεί ρυθμίσεις και ευελιξίες για τις σύγχρονες μορφές ψηφιακής εργασίας.","Who demands regulation and flexibility for modern forms of digital work.","704",NA
"Που υποστηρίζει την επιχειρηματικότητα και την δυναμικότητα του ιδιωτικού τομέα, αλλά όχι τις κρατικοδίαιτες επιχειρήσεις, τη διαφθορά και τη διαπλοκή.","Who supports entrepreneurship and private sector dynamism, but not state-owned enterprises, corruption and corruption.","401",NA
"Που απαιτεί σύγχρονη παιδεία και αποτελεσματικές δομές υποστήριξης και χρηματοδότησης για να αξιοποιήσει τις ευκαιρίες της ψηφιακής επανάστασης και των startups σε παγκόσμιο επίπεδο.","That requires modern education and effective support and funding structures to harness the opportunities of the digital revolution and startups globally.","411",NA
"Αυτό το νέο πρεκαριάτο και ιδιαίτερα οι νέες γενιές της επισφάλειας και των social media αποτελούν ένα κρίσιμο μέγεθος σήμερα.","This new precariat and especially the new generations of precariousness and social media are a critical variable today.","701",NA
"Οι γενιές αυτές νοιώθουν πιο πολύ από ποτέ outsiders ακριβώς τη στιγμή που έρχεται η ώρα να αναλάβουν τα ηνία του κόσμου.","These generations feel more like outsiders than ever just as the time comes for them to take over the reins of the world.","503",NA
"Ο κόσμος της εργασίας","The world of work","H",NA
"Οι σοσιαλδημοκράτες πιστεύουμε ότι η πραγματική κινητήριος δύναμη της οικονομικής και κοινωνικής προκοπής είναι ο κόσμος της εργασίας, η μικρή και μεσαία τάξη, και ότι για να κινηθεί και πάλι η μηχανή αυτή πρέπει να επενδύσουμε σε τρία πράγματα: σε δουλειές και απασχόληση, σε εκπαίδευση και γνώσεις, σε ευκαιρίες.","Social Democrats believe that the real engine of economic and social progress is the world of work, the small and middle class, and that to get this engine moving again we need to invest in three things: jobs and employment, education and knowledge, and opportunity.","701",NA
"Πρέπει να επικεντρώσουμε στις περιοχές αυτές, για να κάνουμε τη χώρα μας ένα μαγνήτη για καλές δουλειές,","We need to focus on these areas to make our country a magnet for good jobs,","701",NA
"να εξασφαλίσουμε ότι τα παιδιά μας, οι νέοι και οι εργαζόμενοι έχουν τα προσόντα να δουλέψουν στις θέσεις αυτές,","to ensure that our children, young people and workers are qualified to work in these jobs,","701",NA
"και να κατοχυρώσουμε το ότι η σκληρή και παραγωγική δουλειά διασφαλίζει μια αξιοπρεπή ζωή και την προοπτική ότι τα παιδιά μας θα ζήσουν καλύτερα από εμάς.","and to enshrine the fact that hard and productive work ensures a decent life and the prospect that our children will live better than we do.","701",NA
"Η κυβέρνηση επαίρεται για την μείωση του στατιστικού δείκτη της ανεργίας.","The government boasts about the reduction in the unemployment statistic.","701",NA
"Δεν αμφισβητούμε τα στατιστικά στοιχεία, αλλά δυστυχώς η ευημερία αφορά μόνο τους οικονομικούς δείκτες.","We do not dispute the statistics, but unfortunately prosperity is only about economic indicators.","503",NA
"Η πραγματική κατάσταση στην αγορά εργασίας και την κοινωνία απέχει μακράν από την ειδυλλιακή εικόνα που προσπαθεί να κατασκευάσει η κυβέρνηση.","The real situation on the labour market and in society is far from the idyllic picture the government is trying to construct.","503",NA
"Οι στατιστικοί δείκτες, οι «οικονομικές επιδόσεις», η «ανάπτυξη» και η μείωση της στατιστικής ανεργίας στηρίζονται σε μια οικονομική πολιτική που για τους εργαζόμενους δεν είναι ούτε ορθή, ούτε υπεύθυνη, ούτε αποτελεσματική, όπως διατείνεται η κυβέρνηση.","Statistical indicators, 'economic performance', 'growth' and the reduction of statistical unemployment are based on an economic policy that is neither sound, responsible nor effective for workers, as the government claims.","701",NA
"Αντίθετα, η ακολουθούμενη οικονομική πολιτική διευρύνει τις ανισότητες και την επισφάλεια στην αγορά εργασίας.","On the contrary, the economic policy pursued widens inequalities and precariousness in the labour market.","503",NA
"Η συνεχής απορρύθμιση των εργασιακών σχέσεων - χωρίς την πίεση κάποιας τρόικας - και η διάλυση της Επιθεώρησης Εργασίας, αποτελούν αναπόσπαστο τμήμα και σημαντικότατο παράγοντα της οικονομικής πολιτικής και των «αναπτυξιακών επιδόσεων» και των «επενδύσεων» που δημιουργούν κατά κύριο λόγο επισφαλείς θέσεις εργασίας αναξιοπρεπών μισθών.","The continuous deregulation of labour relations - without pressure from any troika - and the dismantling of the Labour Inspectorate are an integral part and a major factor in economic policy and the 'growth performance' and 'investments' that create predominantly precarious jobs with undignified wages.","701",NA
"Στο σημείο αυτό έγκειται και η βαθιά διαφορά μας με τις πολιτικές της Συντήρησης.","Therein lies our profound difference with the policies of Conservation.","305.1",NA
"Η εργασία αποτελεί την πιο απτή και υλική παράμετρο της ανθρώπινης ζωής, το θεμέλιο της ατομικής και κοινωνικής αξιοπρέπειας.","Work is the most tangible and material parameter of human life, the foundation of individual and social dignity.","701",NA
"Η προστασία της εργασίας,","The protection of work,","701",NA
"το δικαίωμα στην αξιοπρεπή δουλειά και ένα δίκαιο μισθό,","the right to decent work and a fair wage,","701",NA
"η ενίσχυση του συνδικαλισμού,","the strengthening of trade unionism,","701",NA
"η μείωση των ανισοτήτων,","the reduction of inequalities,","503",NA
"η δίκαιη κατανομή των φορολογικών βαρών","the fair distribution of the tax burden","503",NA
"και η αναδιανομή βρίσκονται στην καρδιά της πολιτικής μας.","and redistribution are at the heart of our policies.","503",NA
"Για εμάς, την σύγχρονη σοσιαλδημοκρατία, η οικονομική ανάπτυξη, οι εξαγωγές, οι επενδύσεις, η ανταγωνιστικότητα της οικονομίας, η καινοτομία και η παραγωγικότητα των επιχειρήσεων δεν είναι αυτοσκοπός.","For us, modern social democracy, economic growth, exports, investment, economic competitiveness, innovation and business productivity are not an end in themselves.","503",NA
"Είναι το μέσο και το όχημα για την βελτίωση του βιοτικού επιπέδου των εργαζομένων","It is the means and the vehicle for improving the living standards of workers","503",NA
"και της μεσαίας τάξης,","and the middle class,","503",NA
"την πραγματική μείωση των ανισοτήτων,","for genuinely reducing inequalities,","503",NA
"την ουσιαστική προστασία των αδυνάμων","for effectively protecting the weak","503",NA
"και την αναγέννηση της ελπίδας ότι η νέα γενιά θα ζήσει καλύτερα από τους γονείς της.","and for reviving the hope that the younger generation will live better than their parents.","503",NA
"Η ατομική και κοινωνική αξιοπρέπεια των εργαζομένων είναι το μέτρο και το ύστατο κριτήριο των οικονομικών επιδόσεων.","The individual and social dignity of workers is the measure and ultimate criterion of economic performance.","701",NA
"Αυτός είναι ο πυρήνας του προγράμματός μας","This is the core of our programme","H",NA
"Πως ο κόπος και ο μόχθος του εργαζόμενου μπορεί να διασφαλίσει μια αξιοπρεπή ζωή και προοπτική για τα παιδιά μας;","How can the labour and toil of the worker ensure a decent life and prospects for our children?","701",NA
"Τι προσαρμογές απαιτούνται για να επιβιώσουμε με αξιοπρέπεια σε ένα περιβάλλον παγκοσμιοποιημένων αγορών και στυγνού ανταγωνισμού;","What adjustments are required to survive with dignity in an environment of globalised markets and brutal competition?","701",NA
"Είναι τάχα αναγκαίο οι προσαρμογές αυτές να καταστρατηγήσουν τις αξίες της πλήρους απασχόλησης, της κοινωνικής προστασίας, της ισότητας και της ισοπολιτείας;","Is it necessary for these adjustments to circumvent the values of full employment, social protection, equality and egalitarianism?","701",NA
"Η απάντησή μας είναι ότι όταν οι καιροί αλλάζουν, η τήρηση και η πίστη στις θεμελιώδεις αρχές μας απαιτούν να δίνουμε νέες και καθαρές απαντήσεις στις νέες προκλήσεις.","Our answer is that when times change, respect and loyalty to our fundamental principles require us to provide new and clear responses to new challenges.","305.1",NA
"Ότι η διατήρηση και προαγωγή των ατομικών μας ελευθεριών και των κοινωνικών δικαιωμάτων απαιτεί συλλογική δράση.","That preserving and promoting our individual freedoms and social rights requires collective action.","606.1",NA
"Η απάντησή μας είναι ότι μπορεί να υπάρξει μια οικονομική πολιτική με κέντρο τον άνθρωπο,","Our answer is that there can be a people-centred economic policy,","416.2",NA
"μια αξιοπρεπή ζωή για τον εργαζόμενο και την οικογένειά του,","a decent life for the worker and his family,","701",NA
"ένα σπίτι που μπορείς να το πληρώσεις,","a house you can afford,","403",NA
"μια ασφαλή σύνταξη που σου επιτρέπει να ζεις με αξιοπρέπεια μετά από χρόνια σκληρής δουλειάς,","a secure pension that allows you to live with dignity after years of hard work,","504",NA
"ένα σύστημα υγείας που σε στηρίζει στις δύσκολες ώρες,","a health care system that supports you in difficult times,","504",NA
"τη βάσιμη ελπίδα ότι τα παιδιά μας θα έχουν δίκαιες ευκαιρίες να ζήσουν καλύτερα αν προσπαθήσουν αρκετά,","the reasonable hope that our children will have a fair chance to live better if they try hard enough,","503",NA
"την προοπτική για πρόοδο και προκοπή στις πιο αδύναμες και φτωχές οικογένειες.","the prospect of progress and advancement for the weakest and poorest families.","503",NA
"Οικονομία","Economy","H",NA
"Αφού ο δυναμισμός μιας παραγωγικής οικονομίας είναι η θεμελιώδης προϋπόθεση για τη διεύρυνση των κοινωνικών δικαιωμάτων και την άσκηση κοινωνικής πολιτικής, η παραγωγικότητα και η ανταγωνιστικότητα πρέπει να είναι ψηλά στις προτεραιότητές μας.","Since the dynamism of a productive economy is the fundamental precondition for the expansion of social rights and the pursuit of social policy, productivity and competitiveness must be high on our priorities.","503",NA
"Διαπιστώσαμε με οδυνηρό τρόπο ότι όταν δεν δημιουργούμε νέο πλούτο και νέα αξία, η αύξηση του εθνικού προϊόντος δεν σημαίνει κατ’ ανάγκη μια ισχυρή οικονομία αλλά μπορεί να συνυπάρχει με μια σαθρή οικονομία που αργά ή γρήγορα θα καταρρεύσει, συμπαρασύροντας τις παραγωγικές της δυνάμεις, τις υγιείς επιχειρήσεις, τους εργαζόμενους και τις οικογένειές τους.","We have painfully found that when we do not create new wealth and value, increasing national output does not necessarily mean a strong economy but can coexist with a faltering economy that will sooner or later collapse, taking with it its productive forces, healthy businesses, workers and their families.","410",NA
"Η χώρα μας πρέπει να εκσυγχρονίσει και να διευρύνει την παραγωγική της βάση,","Our country must modernise and expand its productive base,","410",NA
"να ενισχύσει την καινοτομία και την εξωστρέφεια,","strengthen innovation and extroversion,","411",NA
"να δημιουργήσει αξιοπρεπείς θέσεις εργασίας με δίκαιους μισθούς, αντάξιες των προσόντων της νέας γενιάς,","create decent jobs with fair wages, worthy of the qualifications of the new generation,","701",NA
"και να μειώσει τις πολυσχιδείς κοινωνικές και οικονομικές ανισότητες, το μέγεθος και το βάθος του κοινωνικού αποκλεισμού.","and reduce the multiple social and economic inequalities, the extent and depth of social exclusion.","503",NA
"Να δημιουργήσει τις συνθήκες για την παραγωγή και τη δίκαιη διανομή νέας εθνικής αξίας, προϋπόθεση μιας κοινωνίας σεβασμού και αξιοπρέπειας.","To create the conditions for the production and fair distribution of new national value, a prerequisite for a society of respect and dignity.","606.1",NA
"Οι νέες προκλήσεις απαιτούν την έμφαση στην παραγωγή για τη δημιουργία μιας ανταγωνιστικής, ευέλικτης και δυναμικής οικονομίας, την κινητοποίηση των εγχώριων επενδυτών, την προτεραιότητα στις επενδύσεις με υψηλή εγχώρια προστιθέμενη αξία, τη συγκρότηση νέων παραγωγικών πόλων για την αξιοποίηση των νέων ευκαιριών και των ευρωπαϊκών χρηματοδοτικών πόρων, την ενίσχυση των παραγωγικών οικοσυστημάτων που συνθέτουν οι μεγάλες και μικρότερες επιχειρήσεις.","The new challenges require an emphasis on production to create a competitive, flexible and dynamic economy, mobilising domestic investors, giving priority to investments with high domestic added value, setting up new production poles to exploit new opportunities and European financial resources, and strengthening the productive ecosystems made up of large and small enterprises.","410",NA
"Απαιτούν να σταματήσουμε να σπρώχνουμε στο μέλλον και στις επόμενες γενιές το κόστος των προβλημάτων και να μειώσουμε το δημόσιο χρέος μας, να ανακτήσουμε την αυτοπεποίθησή μας.","They demand that we stop pushing the cost of problems onto the future and future generations and that we reduce our public debt and regain our confidence.","414",NA
"Οι νέες προκλήσεις απαιτούν πολιτικές που καθοδηγούνται από μια ισχυρή αίσθηση δημοσίου σκοπού, ένα νέο στρατηγικό ρόλο του «κράτους - στρατηγείου», με στρατηγικές άμεσες επενδύσεις, ένα κρατικό μηχανισμό με ισχυρές ικανότητες καθώς και συνεργασίες του δημόσιου με τον ιδιωτικό τομέα που πραγματικά υπηρετούν το δημόσιο συμφέρον.","The new challenges require policies guided by a strong sense of public purpose, a new strategic role for the 'state-headquarters', with strategic direct investment, a state apparatus with strong capabilities, and public-private partnerships that genuinely serve the public interest.","606.1",NA
"Η προοδευτική παράταξη έχει σήμερα ένα κύριο καθήκον: την ανασύνταξη των μικρών και μεσαίων κοινωνικών τάξεων που φτωχοποιούνται και περιθωριοποιούνται με επιταχυνόμενο ρυθμό.","The progressive party has one main task today: the reintegration of the small and middle social classes that are being impoverished and marginalised at an accelerating rate.","701",NA
"Το καθήκον αυτό μπορεί να πραγματοποιηθεί μόνο με την παραγωγή νέου πλούτου, την αύξηση και τη δικαιότερη κατανομή του εισοδήματος, δηλαδή μέσω της αύξησης των θέσεων εργασίας και της ενίσχυσης των μισθών και αμοιβών που προέρχονται από την σκληρή αλλά αξιοπρεπή εργασία και την υγιή επιχειρηματικότητα.","This task can only be achieved by generating new wealth, increasing and distributing income more fairly, that is, by increasing jobs and strengthening the wages and salaries that come from hard but decent work and healthy entrepreneurship.","701",NA
"Αυτός είναι ο μοναδικός δρόμος που εξασφαλίζει την ανάταξη των οικογενειών της μικρομεσαίας τάξης, των «χαμένων» της κρίσης και των νέων «μη προνομιούχων».","This is the only way to ensure the uplift of small and middle class families, the 'losers' of the crisis and the new 'underprivileged'.","704",NA
"Μια παραγωγική, ανταγωνιστική, ευέλικτη και δυναμική οικονομία, προϋποθέτει την αποδυνάμωση της διαπλοκής και της διαφθοράς, στηρίζεται σε σταθερούς κανόνες καθώς και στην εμπέδωση της αντίληψης ότι δημιουργία νέου πλούτου εξαρτάται από τον βαθμό ανάληψης επιχειρηματικών πρωτοβουλιών και καινοτομιών.","A productive, competitive, flexible and dynamic economy presupposes the weakening of interdependence and corruption, is based on stable rules, and on the perception that the creation of new wealth depends on the degree of entrepreneurial initiative and innovation.","410",NA
"Η καινοτομία και η επιχειρηματικότητα είναι στην ουσία τους ανάληψη κινδύνων και ρίσκων, αυτό είναι που τις καθιστά πηγή κοινωνικού πλούτου και αξίας.","Innovation and entrepreneurship are in essence risk-taking and risk-taking, which is what makes them a source of social wealth and value.","402",NA
"Είναι εξόχως παραπλανητική η αντίληψη ότι η Συντήρηση προωθεί ένα πνεύμα πρωτοβουλίας, ελευθερίας και ανάπτυξης της παραγωγικής επιχειρηματικότητας.","It is highly misleading to think that conservation promotes a spirit of initiative, freedom and the development of productive entrepreneurship.","305.1",NA
"Αντιθέτως, υπερασπίζεται και ενθαρρύνει προνόμια, εισοδήματα και προσόδους, δηλαδή κυβερνητικές πολιτικές που επιτρέπουν στους ισχυρούς να νέμονται εισοδήματα που δεν προέρχονται από την παραγωγή νέου πλούτου και αξίας αλλά από ανταμοιβές κεφαλαίων τοποθετημένων σε μη παραγωγικές χρήσεις ελάχιστου ρίσκου που δεν ευνοούν την ανάπτυξη και την ευημερία και εντείνουν τις ανισότητες.","On the contrary, it defends and encourages privilege, income and annuities, i.e. government policies that allow the powerful to inherit incomes that do not come from the production of new wealth and value but from rewards for capital invested in unproductive, low-risk uses that are not conducive to growth and prosperity and exacerbate inequalities.","305.1",NA
"Το ίδιο ισχύει με την προστασία προνομίων που εδράζονται στην αποθάρρυνση της παραγωγικότητας.","The same applies to the protection of privileges based on discouraging productivity.","305.1",NA
"Η προάσπιση των αμοιβών και των επιχειρηματικών κερδών από παραγωγική προσπάθεια, πρωτοβουλία και καινοτομία, των εισοδημάτων, δηλαδή, που πηγάζουν από την δημιουργία νέου πλούτου, αξίας και την αύξηση της παραγωγικότητας αποτελεί το προνομιακό πεδίο της Προόδου.","The protection of wages and business profits from productive effort, initiative and innovation, i.e. the incomes derived from the creation of new wealth, value and increased productivity, is the privileged domain of Progress.","401",NA
"Να σταματήσουμε να σπρώχνουμε στο μέλλον και στις επόμενες γενιές το κόστος των προβλημάτων.","Let us stop pushing the cost of problems onto the future and future generations.","706",NA
"Αυτός είναι ο μοναδικός δρόμος για να απελευθερωθούμε από την υποταγή σε δανειστές και διεθνείς ελέγχους και να ανακτήσουμε την αυτοπεποίθησή μας.","This is the only way to free ourselves from subservience to creditors and international controls and regain our self-confidence.","601.1",NA
"Η κρίσιμη προϋπόθεση είναι η αναβάθμιση της διεθνούς αξιοπιστίας της χώρας, δηλαδή η δημοσιονομική σταθερότητα και η ταχύτερη δυνατή επιστροφή σε ήπια πρωτογενή πλεονάσματα, που αποτελεί και απαραίτητη προϋπόθεση για την εξυγίανση και τον περαιτέρω εκσυγχρονισμό του χρηματοπιστωτικού συστήματος.","The crucial condition is to upgrade the country's international credibility, i.e. fiscal stability and the fastest possible return to mild primary surpluses, which is also a necessary condition for the consolidation and further modernisation of the financial system.","601.1",NA
"Πρωτογενές πλεόνασμα δεν συνεπάγεται αναγκαστικά πολιτικές λιτότητας.","Primary surpluses do not necessarily imply austerity policies.","410",NA
