"text","text_en","cmp_code","eu_code"
"Μια κεραυνοβόλος ανακήρυξη της ελληνικής ΑΟΖ ακολουθούμενη από την εξόρυξη των ελληνικών  ενεργειακών  κοιτασμάτων,  αναβαθμίζει  άμεσα  τον  ρόλο  της Ελλάδος και το ειδικό βάρος της έναντι των ΗΠΑ, της Ρωσίας, αλλά και της Δυτικής Ευρώπης.","A lightning declaration of the Greek EEZ followed by the extraction of Greek energy deposits, directly upgrades the role of Greece and its special weight vis-à-vis the US, Russia and Western Europe.","109",NA
"Καταφανές προαπαιτούμενο για τα παραπάνω είναι οι ισχυρές Ένοπλες Δυνάμεις.","An obvious prerequisite for the above is a strong Armed Forces.","104",NA
"Με δεδομένο ότι η Ελλάς την στιγμή αυτή, δεν διαθέτει την απαραίτητη τεχνογνωσία έρευνας και εξόρυξης υδρογονανθράκων, ένα σημαντικό αντισταθμιστικό όφελος από την χώρα προέλευσης και συμφερόντων της εταιρείας η οποία θα αναλάβει την εργασία,  πρέπει να είναι η στρατηγική συμμαχία και η συνακόλουθη προστασία των ελληνικών υποθαλασσίων οικοπέδων.","Given that Greece does not have the necessary expertise in hydrocarbon exploration and extraction at this time, an important compensatory benefit from the country of origin and interests of the company that will undertake the work must be the strategic alliance and the consequent protection of Greek subsea land.","109",NA
"Η επιλογή της εν λόγω εταιρείας, πέραν του μονεταριστικού οφέλους, (ήτοι του ποσοστού των κερδών που θα αποκομίζει το Ελληνικό Δημόσιο), πρέπει επίσης να διενεργηθεί σύμφωνα με τις γεωπολιτικές αρχές που προαναφέραμε.","The selection of this company, apart from the monetarist benefit (i.e. the percentage of profits that the Greek State will gain), must also be carried out in accordance with the geopolitical principles mentioned above.","109",NA
"Έτσι, ο μόνος δρόμος που θα απομείνει στην Τουρκία είναι η επίσημη εναντίωση στην Σύμβαση εξόρυξης-εκμετάλλευσης, γεγονός βεβαίως που θα συνιστά de facto αναγνώρισή της.","Thus, the only way left for Turkey is to formally oppose the Mining Convention, which would of course constitute a de facto recognition of the Convention.","102",NA
"Δεν πρέπει να μας διαφεύγει το γεγονός ότι η Τουρκία επιμένει σε ανεπίσημους δρόμους, γιατί γνωρίζει ότι η απόφαση του Διεθνούς Δικαστηρίου επί του ζητήματος της οριοθέτησης ΑΟΖ θα είναι θετική για την Ελλάδα.","We should not miss the fact that Turkey insists on unofficial routes, because it knows that the decision of the International Court of Justice on the issue of the delimitation of the EEZ will be positive for Greece.","102",NA
"Με την υπογραφή το 1982 της «Διεθνούς Σύμβασης των Ηνωμένων Εθνών για το Δίκαιο της Θαλάσσης», που περιελάμβανε δικαίωμα της επεκτάσεως των ελληνικών χωρικών υδάτων στα 12 ναυτικά μίλια, η Τουρκία δήλωσε πως θεωρεί την εν λόγω επέκταση «αιτία πολέμου» (casus belli), αν την υιοθετούσε η Ελλάδα.","With the signing in 1982 of the ""United Nations International Convention on the Law of the Sea"", which included the right to extend Greek territorial waters to 12 nautical miles, Turkey declared that it considered this extension to be a ""cause of war"" (casus belli) if Greece adopted it.","102",NA
"Επί 33 συναπτά έτη και παρά το γεγονός ότι, για την κατοχύρωση των εθνικών μας κυριαρχικών δικαιωμάτων έχει χυθεί αίμα Ελλήνων Ηρώων, όπως οι Ήρωες Ιπτάμενοι του Πολεμικού μας Ναυτικού, Έκτωρ  Γιαλοψός,  Παναγιώτης  Βλαχάκος  και  Χριστόδουλος  Καραθανάσης, στο επεισόδιο των Ιμίων, η λαγόκαρδη ελληνική διπλωματία έχει σιωπηρώς αποδεχθεί την δημιουργία «γκρίζων ζωνών» στο Αιγαίο.","For 33 consecutive years and despite the fact that, in order to safeguard our national sovereign rights, the blood of Greek heroes, such as the Heroes of our Navy, Hector Gialopsos, Panagiotis Vlachakos and Christodoulos Karathanasis, has been spilled in the Imia incident, Greek diplomacy has tacitly accepted the creation of ""grey zones"" in the Aegean.","601.1",NA
"Αντί να καταγγείλει ευθέως τις τουρκικές απειλές και να εφαρμόσει άμεσα τις προσταγές του Διεθνούς  Δικαίου,  οι  ξενόδουλες  κι  ενδοτικές  κυβερνήσεις  της  Ελλάδος, εκχωρούν εθνική κυριαρχία και ελληνικά εδάφη.","Instead of directly denouncing Turkish threats and immediately implementing the dictates of International Law, the foreign and submissive governments of Greece are ceding national sovereignty and Greek territories.","102",NA
"Στόχος της Χρυσής Αυγής είναι η άμεση έναρξη της διαδικασίας εξόρυξης των ελληνικών ενεργειακών κοιτασμάτων, με βάση το Δίκαιο της Θάλασσας.","Golden Dawn's goal is the immediate start of the extraction process of Greek energy deposits, based on the Law of the Sea.","109",NA
"Συνεπώς, πρώτη και κύρια στρατηγική κίνηση είναι η καταγγελία στο Συμβούλιο Ασφαλείας του ΟΗΕ του τουρκικού casus belli και η άμεση επέκταση των χωρικών μας υδάτων στα 12 ναυτικά μίλια.","Therefore, the first and main strategic move is the denunciation of the Turkish casus belli to the UN Security Council and the immediate extension of our territorial waters to 12 nautical miles.","109",NA
"Το βήμα αυτό καθιστά το Αιγαίο κλειστή ελληνική θάλασσα και μας δίνει τη δυνατότητα ελέγχου   της   ναυσιπλοΐας   στα   Στενά   των   Δαρδανελίων.","This step makes the Aegean Sea a closed Greek sea and gives us the ability to control navigation in the Dardanelles Straits.","109",NA
"Καθοριστικός παράγων για τις εξελίξεις στο επίπεδο αυτό είναι η Ρωσία, της οποίας τα συμφέροντα ταυτίζονται με τις ελληνικές θέσεις.","The decisive factor for developments at this level is Russia, whose interests are identical with the Greek position.","107",NA
"Η ταύτιση αυτή δύναται να μετεξελιχθεί σε μείζονα ενεργειακή και αμυντική συμφωνία, με στόχο την εξάλειψη της τουρκικής απειλής.","This identification may evolve into a major energy and defence agreement, with the aim of eliminating the Turkish threat.","102",NA
"Εφαρμογή του «Δόγματος του Ενιαίου Αμυντικού Χώρου (ΔΕΑΧ) Ελλάδος – Κύπρου», το οποίο σε συνδυασμό με τις εφαπτόμενες ΑΟΖ των δύο κρατών, θα ισοδυναμεί με de facto Ένωση της μαρτυρικής Μεγαλονήσου με την Ελλάδα.","Implementation of the ""Doctrine of the Common Defence Area (DCA) between Greece and Cyprus"", which in combination with the adjacent EEZs of the two states, will be equivalent to a de facto union of the martyred Megalonos with Greece.","109",NA
"ΠΟΛΙΤΙΚΗ  ΖΩΗ  - ΕΚΛΟΓΙΚΟ  ΣΥΣΤΗΜΑ","POLITICAL LIFE - ELECTORAL SYSTEM","H",NA
"Κατάργηση   της   βουλευτικής   ασυλίας   και   του   νόμου   περί   ευθύνης υπουργών.","Abolition of parliamentary immunity and the law on the responsibility of ministers.","204",NA
"Δήμευση περιουσίας όσων καταδικάζονται για διασπάθιση δημοσίου χρήματος.","Confiscation of property of those convicted of misappropriation of public funds.","605.1",NA
"Καθιέρωση της απλής αναλογικής στον εκλογικό νόμο.","Introduction of the simple proportional representation in the electoral law.","204",NA
"Η απλή και ανόθευτη αναλογική είναι το μόνο εκλογικό σύστημα που σέβεται και υλοποιεί τη διάταξη της παραγράφου 2 του άρθρου 1 του Συντάγματος, με το οποίο ‘‘θεμέλιο   του   πολιτεύματος   είναι   η   λαϊκή   κυριαρχία’’.","The simple and unadulterated proportional representation is the only electoral system that respects and implements the provision of paragraph 2 of Article 1 of the Constitution, according to which ""the foundation of the constitution is popular sovereignty"".","204",NA
"Με   την   απλή αναλογική αποτυπώνεται πιστά η βούληση του εκλογικού σώματος, αφού με αυτό το εκλογικό σύστημα κάθε κόμμα παίρνει τις έδρες που αναλογούν στο ποσοστό των έγκυρων ψηφοδελτίων που λαμβάνει στις εκλογές.","Simple proportional representation faithfully reflects the will of the electorate, since with this electoral system each party gets the seats that correspond to the percentage of valid ballots it receives in the elections.","204",NA
"Μείωση των βουλευτών σε διακόσιους.","Reduction of the number of MPs to two hundred.","204",NA
"Δικαίωμα εκλογής των βουλευτών έως δύο πλήρεις κοινοβουλευτικές θητείες ή αθροιστικά 8 χρόνια.","Members of Parliament may be elected for up to two full parliamentary terms or a cumulative total of 8 years.","204",NA
"Με αυτόν τον τρόπο το φαινόμενο των επαγγελματιών της πολιτικής θα εξαλειφθεί,","In this way, the phenomenon of political professionals will be eliminated,","304",NA
"αφού οι πολιτευόμενοι θα γνωρίζουν ότι η ενασχόληση με τα κοινά σε επίπεδο κεντρικής εξουσίας οριοθετείται χρονικά.","since politicians will know that involvement in public affairs at the level of central government is limited in time.","204",NA
"Οι βουλευτές και τα μέλη της κυβέρνησης θα επιστρέφουν στην επαγγελματική τους δραστηριότητα μετά το πέρας της συγκεκριμένης περιόδου.","Members of parliament and members of the government will return to their professional activity after the end of the period.","204",NA
"Ο Πρωθυπουργός δύναται να είναι και βουλευτής, όχι όμως οι Υπουργοί και οι Υφυπουργοί (διάκριση εξουσιών), οι οποίοι ορίζονται βάσει των γνώσεων και της εμπειρίας τους.","The Prime Minister may be a Member of Parliament, but not the Ministers and Deputy Ministers (separation of powers), who are appointed on the basis of their knowledge and experience.","204",NA
"Εκλογή Προέδρου της Δημοκρατίας απ’ ευθείας από τον Λαό.","Election of the President of the Republic directly by the People.","202.4",NA
"ΕΘΝΙΚΗ ΟΙΚΟΝΟΜΙΑ– ΜΝ ΗΜΟΝΙΑ - ΧΡΕΟΣ","NATIONAL ECONOMY - NATIONALITY - DEBT","H",NA
"Oι μνημονιακές κυβερνήσεις δεν εξυπηρετούν τα συμφέροντα της χώρας.","Memorandum governments do not serve the interests of the country.","304",NA
"Η πολιτική των μνημονίων απεδείχθη καταστροφική,","The policy of the memoranda has proved to be disastrous,","304",NA
"προκάλεσε οικονομική και κοινωνική καταστροφή,","causing economic and social destruction, a","304",NA
"επέφερε δραματική συρρίκνωση του Ακαθάριστου Εθνικού Προϊόντος,","dramatic contraction of the Gross National Product, an","304",NA
