"text","text_en","cmp_code","eu_code"
"Μετά από περίπου δύο χρόνια παρουσίας στην Ευρωβουλή και στην Ελληνική Βουλή, καθώς επίσης μετά από τις δυσάρεστες εξελίξεις με την πανδημία και τις ατυχείς επιλογές της κυβέρνησης σε όλα τα μέτωπα, οικονομικά, εθνικά, κοινωνικά, νιώσαμε την ανάγκη να επικαιροποιήσουμε το πρόγραμμά μας, προσθέτοντας νέα στοιχεία.","After almost two years of presence in the European Parliament and in the Greek Parliament, as well as after the unpleasant developments with the pandemic and the unfortunate choices of the government on all fronts, economic, national, social, we felt the need to update our programme, adding new elements.",NA,NA
"Νέες προτάσεις και λύσεις επειδή η οικονομία, όπως και η δημοκρατία, είναι μία δυναμική και όχι στατική υπόθεση.","New proposals and solutions because the economy, like democracy, is a dynamic and not a static affair.",NA,NA
"Το μέλλον είναι ο Πατριωτισμός.","The future is Patriotism.",NA,NA
"Η ακεραιότητα της Πατρίδας, η ανεξαρτησία του Έθνους Κράτους από τα δεσμά της παγκοσμιοποίησης, η ιστορία μας, ο οικουμενικός πολιτισμός μας, η θρησκεία μας, η οικονομική ανάπτυξη, η ελευθερία και η ευημερία των Ελλήνων.","The integrity of the Homeland, the independence of the Nation State from the shackles of globalization, our history, our universal culture, our religion, economic growth, freedom and prosperity of the Greeks.",NA,NA
"Ζητάμε λοιπόν από όλους σας να διαβάσετε το πρόγραμμά μας, να το κρίνετε και να κάνετε τις παρατηρήσεις σας.","We therefore ask all of you to read our programme, judge it and make your comments.",NA,NA
"Με βάση το πρόγραμμα αυτό ζητάμε από όλους σας να δώσετε την ευκαιρία στην Ελληνική Λύση να κυβερνήσει.","On the basis of this programme we ask all of you to give the Hellenic Solution the opportunity to govern.",NA,NA
"Δώστε μας μία τετραετία ώστε μαζί να δώσουμε τη λύση.","Give us a four-year term so that together we can deliver the solution.",NA,NA
"Λύση Εθνική, κοινωνική, οικονομική, πολιτική, Ελληνική Λύση.","A national, social, economic, economic, political, Greek solution.",NA,NA
"Κυριάκος Βελόπουλος","Kyriakos Velopoulos",NA,NA
"Πρόεδρος ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ","President of HELLENIC SOLUTION",NA,NA
"Το Όραμά μας","Our Vision","H",NA
"Μια Ελλάδα εθνικά κυρίαρχη και υπερήφανη που θα παρέχει ασφάλεια, αξιοπρέπεια και μελλοντικές προοπτικές στους Έλληνες.","A Greece that is nationally sovereign and proud, providing security, dignity and future prospects for Greeks.","406",NA
"1.Ανάκτηση της οικονομικής μας κυριαρχίας.","1.Reclaiming our economic sovereignty.","406",NA
"2.Βάζουμε τέλος στο πελατειακό-κομματικό Κράτος της χρεοκοπημένης μεταπολίτευσης.","2.We put an end to the client-party state of the bankrupt post-opposition.","304",NA
"3.Αύξηση γεννήσεων.","3.Increasing births.","603",NA
"Δείκτης γονιμότητας άνω του 2.","Fertility index above 2.","603",NA
"Η αντικατάσταση του πληθυσμού δεν είναι λύση για το έθνος αλλά ούτε και για το Κράτος.","Replacing the population is not a solution for the nation nor for the State.","601.1",NA
"4.Ανάταξη-Εκμοντερνισμός πρωτογενούς τομέα.","4.Reconstruction-modernization of the primary sector.","701",NA
"Τροφική επάρκεια και για τον πληθυσμό και την κατανάλωση του τουρισμού.","Food sufficiency for both population and tourism consumption.","601.1",NA
"5.Καθορισμός ΑΟΖ, Εκμετάλλευση κοιτασμάτων.","5.Definition of EEZ, Exploitation of deposits.","404",NA
"6.Αύξηση της βιομηχανίας τουλάχιστον στο 15% του ΑΕΠ.","6.Increase of industry to at least 15% of GDP.","410",NA
"7.Ναυτιλιακό cluster άνω των 15 δις € - Κόμβος στη Μεσόγειο και βάση για τον ελληνόκτητο στόλο.","7.Maritime cluster of more than 15 billion € - Hub in the Mediterranean and base for the Greek owned fleet.","411",NA
"8.Αμυντική βιομηχανία που καλύπτει βασικές αμυντικές ανάγκες, απασχολεί, καινοτομεί και εξάγει.","8.Defence industry that meets basic defence needs, employs, innovates and exports.","104",NA
"9.Ανάπτυξη πυρήνα παραγωγής ηλεκτρικών οχημάτων και μπαταριών γύρω από το Νικέλιο της ΛΑΡΚΟ.","9.Development of an electric vehicle and battery production core around LARCO's Nickel","407",NA
"10.Πρόγραμμα Δημοσίων Επενδύσεων τουλάχιστον 10 δις € ετήσια.","; 10.Public Investment Programme of at least €10 billion annually.","410",NA
"11.Μείωση του εμπορικού ελλείμματος αγαθών και πλεονασματικό ισοζύγιο τρεχουσών συναλλαγών.","11.Reduction of trade deficit in goods and current account surplus.","408",NA
"12.Τουρισμός υψηλής προστιθεμένης αξίας με την κατανάλωση εγχωρίων προϊόντων.","12.High value-added tourism with consumption of domestic products.","408",NA
"13.Ενεργειακή ανεξαρτησία άνω του 80%.","13.Energy independence of over 80%.","407",NA
"14.Γερμανικές αποζημιώσεις και επαναδιαπραγμάτευση αποπληρωμής χρέους με ρήτρα εξαγωγών, όπως στη ρύθμιση της Γερμανίας του 1953.","14.German reparations and renegotiation of debt repayment with an export clause, as in Germany's 1953 arrangement.","408",NA
"15.Κανένας Έλληνας άνεργος, επιστροφή των 600.000 Ελλήνων της διαρροής του επιστημονικού δυναμικού (brain drain), κανένας νέος να μην πρέπει να φύγει.","15.No Greek unemployed, return of the 600,000 Greeks of the brain drain, no young people should have to leave.","701",NA
"16.Επίλυση των κόκκινων δανείων με «κακή τράπεζα» (bad bank), ίδρυση Ναυτιλιακής Τράπεζας, Αγροτικής Τράπεζας και Τράπεζας Βιομηχανικής Ανάπτυξης.","16.Resolution of red loans with a ""bad bank"", establishment of a Maritime Bank, Agricultural Bank and Industrial Development Bank.","408",NA
"17.Εθνική πολιτική που «δεν είναι ούτε δεξιά ούτε αριστερή ούτε εθνικιστική ούτε διεθνιστική αλλά ανάλογη με τις επιταγές των περιστάσεων» Π. Κονδύλης.","17.National policy that ""is neither right-wing nor left-wing nor nationalist nor internationalist but in line with the requirements of the circumstances"" P. Kondylis.","109",NA
"18.Σεβασμός στον πολιτισμό, στο θρήσκευμα και επαναφορά του θρησκευτικού όρκου στον χώρο της Δικαιοσύνης.","18.Respect for culture, religion and the restoration of the religious oath in the area of justice.","603",NA
"19.Αίσθημα ασφάλειας.","19.A sense of security.","605.1",NA
"20.Επιστροφή των παράνομα εισελθόντων προσφύγων και μεταναστών στις πατρίδες τους.","20.Return of illegally entered refugees and migrants to their homelands.","601.2",NA
"Κανένας δεν είναι φίλος, αν δεν κερδίζει η Ελλάδα.","No one is a friend if Greece does not win.","601.1",NA
"Πρώτα η Ελλάδα, Πρώτα οι Έλληνες!","Greece first, Greeks first!","601.1",NA
"Τιμάμε όσους θυσιάστηκαν για την Εθνική Ανεξαρτησία!","We honor those who sacrificed for National Independence!","601.1",NA
"Mε τις πράξεις μας κάθε μέρα!","With our actions every day!","606.2",NA
"ΠΙΝΑΚΑΣ ΠΕΡΙΕΧΟΜΕΝΩΝ","TABLE OF CONTENTS",NA,NA
"ΕΙΣΑΓΩΓΗ9","INTRODUCTION9",NA,NA
"Η ΙΔΕΟΛΟΓΙΚΗ ΠΛΑΤΦΟΡΜΑ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ14","THE IDEOLOGICAL PLATFORM OF THE GREEK SOLUTION14",NA,NA
"ΤΟΜΕΙΣ ΠΡΟΓΡΑΜΜΑΤΙΚΩΝ ΠΑΡΕΜΒΑΣΕΩΝ23","AREAS OF PROGRAMMATIC INTERVENTION23",NA,NA
"ΒΑΣΙΚΕΣ ΕΝΕΡΓΕΙΕΣ31","KEY ACTIONS31",NA,NA
"ΒΑΣΙΚΑ ΟΙΚΟΝΟΜΙΚΑ ΜΕΤΡΑ32","KEY ECONOMIC MEASURES32",NA,NA
"ΠΡΟΤΑΣΕΙΣ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ:","PROPOSALS OF THE GREEK SOLUTION:",NA,NA
"ΓΙΑ ΤΟΝ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΟ ΤΟΜΕΑ36","FOR THE FINANCIAL SECTOR36",NA,NA
"ΓΙΑ ΤΟΝ ΠΡΩΤΟΓΕΝΗ ΤΟΜΕΑ65","FOR THE PRIMARY SECTOR65",NA,NA
"ΓΙΑ ΤΟΝ ΤΟΥΡΙΣΜΟ122","FOR TOURISM122",NA,NA
"ΓΙΑ ΤΗΝ ΝΑΥΤΙΛΙΑ159","FOR SHIPPING159",NA,NA
"ΓΙΑ ΤΗ ΒΙΟΜΗΧΑΝΙΑ171","FOR INDUSTRY171",NA,NA
"ΓΙΑ ΤΗΝ ΑΝΑΠΤΥΞΗ213","FOR DEVELOPMENT213",NA,NA
"ΓΙΑ ΤΗ ΦΟΡΟΛΟΓΙΑ - ΦΟΡΟΔΙΑΦΥΓΗ244","ON TAXATION - TAX EVASION244",NA,NA
"ΓΙΑ ΤΗΝ ΥΓΕΙΑ256","FOR HEALTH256",NA,NA
"ΓΙΑ ΤΟ ΔΗΜΟΓΡΑΦΙΚΟ ΚΑΙ ΑΣΦΑΛΙΣΤΙΚΟ277","ON DEMOGRAPHY AND SOCIAL SECURITY277",NA,NA
"ΓΙΑ ΥΠΟΔΟΜΕΣ, ΠΕΡΙΒΑΛΛΟΝ, ΕΝΕΡΓΕΙΑ290","INFRASTRUCTURE, ENVIRONMENT, ENERGY290",NA,NA
"ΓΙΑ ΤΗ ΔΗΜΟΣΙΑ ΔΙΟΙΚΗΣΗ319","ON PUBLIC ADMINISTRATION319",NA,NA
"ΓΙΑ ΤΗ ΔΙΚΑΙΟΣΥΝΗ329","FOR JUSTICE329",NA,NA
"ΓΙΑ ΤΗΝ ΕΡΕΥΝΑ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ336","FOR RESEARCH AND INNOVATION336",NA,NA
"ΓΙΑ ΤΗΝ ΕΞΩΤΕΡΙΚΗ ΠΟΛΙΤΙΚΗ350","FOR FOREIGN POLICY350",NA,NA
"ΓΙΑ ΤΗΝ ΕΘΝΙΚΗ ΑΜΥΝΑ363","ON NATIONAL DEFENCE363",NA,NA
"ΓΙΑ ΤΗΝ ΑΣΦΑΛΕΙΑ ΤΟΥ ΠΟΛΙΤΗ376","FOR CIVIL SECURITY376",NA,NA
"ΓΙΑ ΤΟ ΠΟΛΙΤΕΥΜΑ386","ON CITIZENSHIP386",NA,NA
"ΓΙΑ ΤΟ ΜΕΤΑΝΑΣΤΕΥΤΙΚΟ398","ON IMMIGRATION398",NA,NA
"ΓΙΑ ΤΟΥΣ ΕΛΛΗΝΕΣ ΤΟΥ ΕΞΩΤΕΡΙΚΟΥ ΚΑΙ ΟΜΟΓΕΝΕΙΑ ... 410","ON GREEKS ABROAD AND EXPATRIATES ... 410",NA,NA
"ΓΙΑ ΤΑ ΑμεΑ ΚΑΙ ΤΗΝ ΚΟΙΝΩΝΙΚΗ ΠΡΟΝΟΙΑ422","FOR DISABILITIES AND SOCIAL WELFARE422",NA,NA
"ΓΙΑ ΤΗΝ ΠΑΙΔΕΙΑ432","ON EDUCATION432",NA,NA
"ΕΙΣΑΓΩΓΗ","INTRODUCTION","H",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ είναι το μοναδικό ελληνικό πολιτικό κόμμα, που έχει το θάρρος, την τόλμη, την επιμονή και την πολιτική βούληση να παράσχει άμεσες και δραστικές ΛΥΣΕΙΣ σ’ όλα τα προβλήματα που βασανίζουν την πατρίδα μας.","HELLENIC SOLUTION is the only Greek political party that has the courage, the boldness, the perseverance and the political will to provide immediate and drastic SOLUTIONS to all the problems that plague our country.","305.1",NA
"Στην ΕΛΛΗΝΙΚΗ ΛΥΣΗ είμαστε απαλλαγμένοι από την οικογενειοκρατία, τα «τζάκια» και τη διαφθορά.","In the HELLENIC SOLUTION we are free from family rule, ""jakias"" and corruption.","304",NA
"Ακριβώς γι’ αυτόν τον λόγο, είμαστε αποφασισμένοι να καταβάλλουμε κάθε δυνατή προσπάθεια για να διορθώσουμε τα «κακώς κείμενα» της πολιτικής, της οικονομίας και του δημόσιου βίου, που τόσα χρόνια εμποδίζουν την ουσιαστική ανάπτυξη της Ελλάδας.","Precisely for this reason, we are determined to make every possible effort to correct the ""bad texts"" of politics, economy and public life, which for so many years have prevented the substantial development of Greece.","304",NA
"Η Ελλάδα πληροί όλες τις προϋποθέσεις για να γίνει οικονομική υπερδύναμη.","Greece meets all the conditions for becoming an economic superpower.","410",NA
"Όμως οι σκόπιμες καταστροφικές πολιτικές των τελευταίων δεκαετιών την οδήγησαν στο βάλτο του δανεισμού, της υπερχρέωσης και των μνημονίων!","But the deliberate destructive policies of the last decades have led it into the swamp of borrowing, over-indebtedness and memoranda!","410",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ πιστεύει πως η Ελλάδα δεν έπρεπε να μπει στην Ευρωζώνη, επειδή δεν ήταν έτοιμη, ώστε να μπορεί να ανταγωνιστεί τις μεγάλες χώρες.","ELLINIKI LYSI believes that Greece should not have joined the Eurozone because it was not ready to compete with the big countries.","110",NA
"Πως, όταν μπήκε, δεν πήρε, δυστυχώς, τα μέτρα της, εκμεταλλευόμενη τα χαμηλά επιτόκια δανεισμού της, περιορίζοντας τις σπατάλες του πελατειακού Κράτους και καταπολεμώντας το, καθώς επίσης συνδέοντας τις αμοιβές των εργαζομένων με την παραγωγικότητά τους.","That, when it did enter, it did not, unfortunately, take measures, taking advantage of its low borrowing rates, limiting the wastefulness of the client State and fighting it, as well as linking workers' wages to their productivity.","110",NA
"Ότι δεν κατάλαβε τον ύπουλο ρόλο της Γερμανίας, όσον αφορά το μισθολογικό dumping της και πως βρέθηκε σκόπιμα προ τετελεσμένων γεγονότων από την Κυβέρνηση του 2010.","That it did not understand Germany's insidious role in its wage dumping and that it was deliberately caught in a fait accompli by the 2010 government.","110",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ είναι σίγουρη πως η Ελλάδα δεν είχε κανένα λόγο να ζητήσει τη βοήθεια του ΔΝΤ, αφού το συνολικό χρέος της, δημόσιο και ιδιωτικό, ήταν τεκμηριωμένα από τα χαμηλότερα στην Ευρώπη.","The HELLENIC SOLUTION is sure that Greece had no reason to ask for IMF assistance, since its total debt, public and private, was documented to be among the lowest in Europe.","103.2",NA
"Άλλωστε το ΔΝΤ καλείται παραδοσιακά από χώρες που αντιμετωπίζουν προβλήματα με το νόμισμά τους, ως αποτέλεσμα των εξωτερικών τους χρεών, λόγω ελλειμμάτων στο ισοζύγιο τρεχουσών συναλλαγών τους, σε συνδυασμό με τα χαμηλά συναλλαγματικά τους αποθέματα.","Besides, the IMF is traditionally called upon by countries that are facing problems with their currency as a result of their external debts, due to current account deficits, combined with their low foreign exchange reserves.","109",NA
"Κάτι τέτοιο δεν ίσχυε για την Ελλάδα, αφού το ευρώ είναι το δεύτερο μεγαλύτερο αποθεματικό νόμισμα του πλανήτη και δεν υποτιμάται από μια τόσο μικρή οικονομία της Ευρωζώνης (το 2017 η Ελλάδα είχε ΑΕΠ μικρότερο από το 1,6% του ΑΕΠ της νομισματικής ένωσης).","This was not the case for Greece, as the euro is the second largest reserve currency on the planet and is not undervalued by such a small Eurozone economy (in 2017 Greece had a GDP of less than 1.6% of the monetary union's GDP).","110",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ πιστεύει πως η Ελλάδα θα μπορούσε μόνη της να χρηματοδοτηθεί με εσωτερικό δανεισμό, με την έκδοση εθνικών ομολόγων δηλαδή, πριν φύγουν πάνω από 100 δις € καταθέσεις στο εξωτερικό.","ELLINIKI LYSI believes that Greece alone could finance itself with internal borrowing, i.e. by issuing national bonds, before more than €100 billion of foreign deposits leave.","103.2",NA
"Αρκεί να εμπιστευόταν οι Έλληνες το Κράτος τους, όπως πολλοί άλλοι λαοί.","As long as the Greeks trusted their State, like many other nations.","601.1",NA
"Οι προθέσεις του ΔΝΤ πάντως φάνηκαν καθαρά από το ότι δεν επέβαλλε αμέσως ελέγχους κεφαλαίων για να εμποδίσει τις εκροές κεφαλαίων, ιδίως από τους ξένους, επειδή ο στόχος του ήταν η προστασία τους και όχι η εξυγίανση της χώρας.","However, the IMF's intentions were clear from the fact that it did not immediately impose capital controls to prevent capital outflows, especially from foreigners, because its aim was to protect them, not to clean up the country.","103.2",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ θεωρεί ότι η σημερινή καταστροφή της πατρίδας μας οφείλεται στην κακή διαχείριση της κρίσης τόσο από τους νέους πιστωτές της μέσω της Τρόικα, που τη δάνεισαν για να διασώσουν τις τράπεζές τους, όσο και από τις Κυβερνήσεις της.","ELLINIKI LYSI believes that the current disaster of our country is due to the mismanagement of the crisis both by its new creditors through the Troika, who lent it money to bail out their banks, and by its governments.","103.2",NA
"Ότι το PSI αποτελεί ένα πολύ μεγάλο έγκλημα, αφού μέσω αυτού υποθηκεύθηκε ολόκληρη η χώρα, έχασε τη δυνατότητα της ενδεχόμενης επιστροφής της στο εθνικό νόμισμα, δε συμμετείχε στη στήριξη της ΕΚΤ το 2012 ούτε στα πακέτα ποσοτικής διευκόλυνσης του 2015, χρεοκόπησε και της επιβλήθηκε το αγγλικό δίκαιο, έναντι μόλις 50 δις € μείωσης του χρέους!","That the PSI is a very big crime, since through it the whole country was mortgaged, lost the possibility of its eventual return to the national currency, did not participate in the ECB support in 2012 nor in the quantitative easing packages of 2015, went bankrupt and was imposed by English law, for just €50 billion of debt reduction!","103.2",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ γνωρίζει πως τα αμέσως επόμενα μεγάλα εγκλήματα ήταν (α) η καταστροφική διαπραγμάτευση του 2015, με την οποία χάθηκαν οι τράπεζες, επιβαρύνοντας επιπλέον το δημόσιο χρέος με πάνω από 40 δις € και (β) η υπογραφή της τρίτης δανειακής σύμβασης από τη συντριπτική πλειοψηφία των βουλευτών, με αποτέλεσμα να κατοχυρωθούν όλες οι προηγούμενες, καθώς επίσης να δεθεί χειροπόδαρα η Ελλάδα, γ) η μετατροπή του ιδιωτικού χρέους των τραπεζών σε δημόσιο χρέος (εθνικό έγκλημα).","The HELLENIC SOLUTION knows that the next big crimes were (a) the disastrous 2015 negotiations, which lost the banks, burdening the public debt with more than €40 billion and (b) the signing of the third loan agreement by the overwhelming majority of MPs, (b) the signing of the third loan contract by the majority of the parliament, which led to the enshrinement of all the previous ones, as well as to the handcuffing of Greece; (c) the conversion of the private debt of the banks into public debt (a national crime); and (d) the conversion of the private debt of the banks into public debt (a national crime).","103.2",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ έχει ως πρώτη προτεραιότητά της την αποκατάσταση της εμπιστοσύνης των Πολιτών προς την Πολιτεία.","HELLENIC SOLUTION has as its first priority the restoration of the citizens' confidence in the State.","304",NA
"Αυτό θα επιτευχθεί, μεταξύ άλλων, με την καταπολέμηση του πελατειακού και κομματικού Κράτους, αφού η ενέργεια αυτή από μόνη της θα μπορούσε να οδηγήσει τη χώρα στην έξοδο από την κρίση, με την επιστροφή των καταθέσεων της τάξης των 120 δις €, που έχουν διαφύγει στο εξωτερικό, για τη χρηματοδότηση της οικονομίας και την εξυγίανση των τραπεζών, συν τους 500.000 νέους κόστους εκπαίδευσης περί τα 100 δις € και ετησίου ΑΕΠ 25 δις € (έσοδα του Δημοσίου 7,5 δις € ή πάνω από 2 ετήσια ΕΝΦΙΑ).","This will be achieved, among other things, by fighting the client and partisan State, since this action alone could lead the country to exit the crisis, by returning the deposits of 120 billion €, which have fled abroad to finance the economy and clean up the banks, plus the 500,000 young people with an education cost of around 100 billion € and an annual GDP of 25 billion € (public revenues of 7.5 billion € or more than 2 annual ENFIA).","304",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ πιστεύει στην απόλυτη ανάγκη: (α) Ενός Εθνικού Συμβουλίου Ασφαλείας και Εξωτερικής πολιτικής.","ELLINIKI LYSI believes in the absolute necessity of: a) A National Security and Foreign Policy Council.","110",NA
"(β) Ενός Εθνικού Συμβουλίου Διαπραγμάτευσης του μη βιώσιμου δημοσίου χρέους, το οποίο επιδεινώθηκε από την πολιτική των μνημονίων με ευθύνη της Τρόικα και κόστισε στην πατρίδα μας πάνω από 1 τρις €.","(b) A National Council for the negotiation of the unsustainable public debt, which was aggravated by the policy of memoranda under the responsibility of the Troika and cost our country more than 1 trillion €.","110",NA
"Φυσικά, πρέπει προηγουμένως να συγκεκριμενοποιηθεί το κόστος και να κατατεθεί αγωγή αποζημίωσης, ενώ θα χρησιμοποιηθεί για την αγωγή αλλά και ως διαπραγματευτικό χαρτί, το κατωτέρω άρθρο 340 του Μάαστριχτ:","Of course, the costs must first be specified and a claim for compensation must be filed, and Article 340 of Maastricht below will be used for the claim and as a bargaining chip:","110",NA
"""….Η συμβατική ευθύνη της Ένωσης διέπεται από το εφαρμοστέο Δίκαιο στην εν λόγω σύμβαση.",""".... The contractual liability of the Union shall be governed by the law applicable to the contract in question.","110",NA
"Σε περίπτωση εξωσυμβατικής ευθύνης, η Ένωση αποζημιώνει, σύμφωνα με τις γενικές αρχές που είναι κοινές στα νομικά συστήματα των Κρατών Μελών, για τις ζημίες που προξενούν τα όργανα ή το προσωπικό της κατά την άσκηση των καθηκόντων τους.","In the case of non-contractual liability, the Union shall, in accordance with the general principles common to the legal systems of the Member States, make good, in accordance with the general principles common to the laws of the Member States, any damage caused by its institutions or staff in the performance of their duties.","110",NA
"…Σύμφωνα με τις γενικές αρχές του Δικαίου που είναι κοινές στα νομικά συστήματα των Κρατών Μελών, η Ευρωπαϊκή Κεντρική Τράπεζα, κατά την άσκηση των καθηκόντων της, αποζημιώνει για τις ζημίες που προκλήθηκαν απ’ αυτήν ή τους υπαλλήλους της"".","...In accordance with the general principles of law common to the legal systems of the Member States, the European Central Bank shall, in the performance of its tasks, make good any damage caused by it or its servants.","110",NA
"(γ) Ενός Εθνικού Συμβουλίου για τη διεκδίκηση των γερμανικών αποζημιώσεων και πολεμικών επανορθώσεων, οι οποίες κατά τους ίδιους τους Γερμανούς επιστήμονες είναι τουλάχιστον ύψους 180 δις €, ενώ κατά την Ελληνική Βουλή περί τα 280 δις €.","(c) A National Council to claim German reparations and war reparations, which according to the German scientists themselves amount to at least €180 billion, and according to the Greek Parliament to about €280 billion.","110",NA
"Τα Εθνικά αυτά Συμβούλια θα στελεχωθούν με εξαιρετικά ικανούς τεχνοκράτες και θα πλαισιωθούν από εξειδικευμένες διεθνείς εταιρείες.","These National Councils will be staffed with highly qualified technocrats and will be supported by specialised international companies.","110",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ επιθυμεί να ελέγχονται απόλυτα από τους ικανότερους Έλληνες και όχι από ξένους το Υπουργείο Οικονομικών, η Τράπεζα της Ελλάδος, η ΕΛΣΤΑΤ και η Γενική Γραμματεία Δημοσίων Εσόδων, θεωρώντας πως οι τέσσερις αυτοί πυλώνες μπορούν να εγγυηθούν την πρόοδο και την ευημερία της χώρας.","ELLINIKI LYSI wishes that the Ministry of Finance, the Bank of Greece, ELSTAT and the General Secretariat of Public Revenue be fully controlled by the most competent Greeks and not by foreigners, believing that these four pillars can guarantee the progress and prosperity of the country.","601.1",NA
"Η ΕΛΛΗΝΙΚΗ ΛΥΣΗ θεωρεί πως η Ελλάδα πρέπει να καταρτίσει άμεσα έναν Κρατικό Ισολογισμό για να γνωρίζουν κάθε φορά οι Πολίτες όχι μόνο τι χρωστούν, αλλά και τι τους ανήκει.","ELLINIKI LYSI believes that Greece must immediately draw up a State Balance Sheet so that citizens know each time not only what they owe, but also what they own.","202.1",NA
"Είναι το κόμμα που καταλαβαίνει πως το σημαντικότερο για την Ελλάδα είναι η ανάκτηση των τιμών της ακίνητης περιουσίας του δημοσίου και του ιδιωτικού τομέα, όπου χάθηκαν πάνω από 600 δις €.","It is the party that understands that the most important thing for Greece is to recover the value of the public and private sector real estate, where more than 600 billion € have been lost.","202.3",NA
"Μόνο έτσι μπορούν να εξυγιανθούν οι τράπεζες, να κρατήσουν τα σπίτια τους οι Πολίτες και να επανέλθει η χαμένη πιστοληπτική τους ικανότητα.","Only in this way can the banks be rehabilitated, the Citizens keep their homes and their lost creditworthiness be restored.","410",NA
"Μόνο έτσι θα είναι σε θέση το Κράτος και οι ιδιώτες να δανείζονται για τη διεξαγωγή επενδύσεων, ώστε να εισέλθει η Ελλάδα σε μία βιώσιμη πορεία ανάπτυξης.","Only then will the State and individuals be able to borrow to carry out investments, so that Greece can enter a sustainable path of growth.","402",NA
